N,P,K,temperature,humidity,ph,rainfall,label,state
21.16,48.51,24.57,28.86,43.76,6.64,88.89,pulses,Madhya Pradesh
28.86,34.61,32.98,29.16,42.56,6.63,81.93,pulses,Karnataka
21.06,39.96,20.08,27.09,59.17,6.23,92.8,pulses,Rajasthan
33.95,46.01,21.24,26.64,59.14,7.23,94.34,pulses,Uttar Pradesh
39.91,43.55,39.37,26.37,52.07,6.32,73.9,pulses,Rajasthan
37.07,49.54,27.86,27.87,44.46,7.1,84.2,pulses,Rajasthan
38.86,46.72,28.37,27.14,44.21,6.02,52.75,pulses,Rajasthan
30.01,35.31,31.39,28.3,46.38,6.05,85.31,pulses,Karnataka
31.99,31.37,36.16,26.44,45.31,6.39,94.66,pulses,Maharashtra
35.06,37.21,35.99,28.69,54.43,7.33,57.84,pulses,Karnataka
29.89,38.31,21.0,27.86,51.0,7.28,81.92,pulses,Maharashtra
20.87,48.52,38.44,26.86,49.87,6.31,80.91,pulses,Uttar Pradesh
23.36,37.77,37.8,21.83,53.1,7.24,76.59,pulses,Madhya Pradesh
29.38,42.49,20.28,27.89,57.06,6.24,69.38,pulses,Maharashtra
36.25,30.87,23.58,24.18,58.91,6.34,94.27,pulses,Rajasthan
23.07,44.98,24.5,22.6,48.48,6.37,61.49,pulses,Uttar Pradesh
36.5,46.01,34.12,21.88,50.7,7.06,88.7,pulses,Rajasthan
38.17,42.0,26.44,26.95,41.98,7.06,80.97,pulses,Karnataka
33.36,49.54,32.34,27.89,50.17,6.51,99.36,pulses,Maharashtra
29.92,40.72,32.23,22.77,49.03,6.58,52.81,pulses,Karnataka
26.11,30.95,31.73,28.64,41.74,6.53,88.11,pulses,Rajasthan
32.92,41.51,32.09,20.17,57.93,6.21,80.12,pulses,Maharashtra
29.21,33.63,33.86,24.84,47.75,7.38,63.86,pulses,Karnataka
39.89,48.09,22.74,20.56,40.86,6.59,76.31,pulses,Rajasthan
35.25,30.55,39.8,20.56,40.01,6.62,91.36,pulses,Uttar Pradesh
39.69,48.78,35.71,28.04,45.33,6.47,64.53,pulses,Rajasthan
33.1,46.7,28.59,21.02,48.28,7.05,56.56,pulses,Rajasthan
38.04,41.4,33.55,25.67,48.64,6.41,73.02,pulses,Uttar Pradesh
36.32,33.22,22.22,25.76,46.56,6.41,67.81,pulses,Karnataka
21.97,35.0,34.62,29.83,59.01,7.14,83.17,pulses,Rajasthan
24.41,39.87,21.27,21.98,58.79,7.21,76.03,pulses,Rajasthan
30.57,44.73,34.59,21.09,43.79,7.08,79.44,pulses,Rajasthan
23.55,36.48,33.87,29.16,46.01,7.13,73.26,pulses,Maharashtra
30.91,47.14,21.15,21.24,44.04,6.18,70.36,pulses,Maharashtra
20.32,49.25,36.16,28.81,52.93,6.27,69.81,pulses,Uttar Pradesh
36.36,38.53,26.37,26.51,43.85,7.07,86.42,pulses,Maharashtra
39.99,36.31,32.53,26.93,46.06,7.34,63.31,pulses,Madhya Pradesh
21.5,33.32,25.47,20.38,55.0,6.5,54.57,pulses,Uttar Pradesh
29.87,45.05,21.28,29.53,43.0,6.48,91.2,pulses,Rajasthan
23.62,47.09,39.27,26.04,51.75,6.03,84.27,pulses,Maharashtra
31.5,42.44,27.61,25.26,55.32,6.45,79.68,pulses,Maharashtra
26.79,45.55,38.16,29.84,46.63,7.46,87.63,pulses,Rajasthan
26.04,43.41,21.91,25.21,57.79,6.19,64.44,pulses,Madhya Pradesh
30.25,36.4,37.62,26.9,46.15,7.32,73.09,pulses,Karnataka
27.2,42.68,20.21,21.05,58.47,6.16,51.46,pulses,Rajasthan
35.37,44.68,26.12,25.28,54.92,6.87,65.64,pulses,Karnataka
38.86,40.95,27.18,28.49,56.28,6.82,73.35,pulses,Uttar Pradesh
22.79,35.44,39.72,21.26,55.06,7.39,84.53,pulses,Rajasthan
36.55,37.14,30.27,23.05,45.86,6.79,82.15,pulses,Madhya Pradesh
27.98,43.02,20.39,21.24,49.71,6.11,79.97,pulses,Uttar Pradesh
36.05,48.62,23.66,28.76,52.42,6.66,89.9,pulses,Madhya Pradesh
36.39,36.05,29.02,26.42,49.94,7.27,95.17,pulses,Karnataka
27.58,30.16,20.92,29.01,53.76,7.25,94.56,pulses,Madhya Pradesh
24.52,35.66,20.93,28.98,53.59,7.31,75.96,pulses,Madhya Pradesh
26.42,37.03,31.39,20.38,44.98,6.37,53.89,pulses,Madhya Pradesh
29.05,32.93,37.06,20.66,50.7,6.12,90.55,pulses,Rajasthan
34.39,37.93,23.08,29.56,58.22,7.11,93.25,pulses,Maharashtra
30.51,34.88,20.29,22.21,54.92,7.48,55.81,pulses,Uttar Pradesh
22.18,37.72,29.17,28.18,48.54,6.96,92.83,pulses,Uttar Pradesh
38.06,42.74,34.05,20.35,59.11,7.06,85.87,pulses,Rajasthan
32.92,38.68,22.75,24.47,51.26,6.01,67.3,pulses,Rajasthan
37.39,35.11,36.04,25.86,48.01,7.25,54.93,pulses,Maharashtra
35.21,34.62,31.37,29.95,46.4,6.05,72.25,pulses,Karnataka
21.79,40.29,21.79,29.44,48.4,7.49,97.68,pulses,Maharashtra
34.14,49.1,39.93,28.88,44.47,6.38,71.35,pulses,Maharashtra
27.07,46.65,29.37,23.46,45.26,6.2,94.93,pulses,Maharashtra
21.6,38.35,30.36,28.4,59.26,6.06,74.76,pulses,Uttar Pradesh
21.73,42.83,37.66,28.39,54.07,6.0,83.48,pulses,Madhya Pradesh
23.13,48.77,25.25,26.75,59.3,7.27,69.15,pulses,Madhya Pradesh
32.58,37.46,21.14,21.32,57.7,6.21,72.91,pulses,Uttar Pradesh
21.67,48.89,24.02,23.09,55.26,6.44,95.51,pulses,Rajasthan
22.03,46.34,39.83,21.62,52.83,6.87,65.54,pulses,Madhya Pradesh
37.4,35.95,24.52,25.15,41.57,6.47,93.67,pulses,Karnataka
25.39,42.5,24.25,28.84,53.59,7.44,60.09,pulses,Maharashtra
39.23,36.21,28.78,27.45,49.9,7.04,66.37,pulses,Rajasthan
22.88,33.5,38.24,29.85,45.9,7.3,74.82,pulses,Madhya Pradesh
30.79,46.41,28.43,20.51,53.13,6.31,52.11,pulses,Madhya Pradesh
24.04,36.66,26.78,22.55,50.36,6.63,57.12,pulses,Rajasthan
37.78,47.44,33.26,23.32,53.86,7.49,87.68,pulses,Karnataka
25.39,39.57,37.69,26.49,40.37,6.67,68.67,pulses,Maharashtra
25.19,31.15,21.82,21.58,44.27,7.26,92.15,pulses,Madhya Pradesh
37.1,48.25,31.38,20.67,49.39,7.33,93.17,pulses,Uttar Pradesh
23.95,32.36,36.38,28.59,40.65,7.38,99.95,pulses,Karnataka
34.31,39.12,24.51,25.75,45.64,6.78,56.19,pulses,Madhya Pradesh
32.77,39.39,25.37,25.44,57.33,6.19,86.93,pulses,Uttar Pradesh
37.07,46.85,37.63,25.68,44.28,6.45,73.64,pulses,Maharashtra
31.65,44.24,33.78,27.56,41.07,7.44,85.22,pulses,Maharashtra
21.44,36.09,22.79,27.95,43.67,6.73,60.72,pulses,Maharashtra
34.54,37.1,38.89,20.29,51.57,6.6,69.69,pulses,Maharashtra
24.18,33.27,29.23,22.7,48.91,7.46,91.41,pulses,Madhya Pradesh
21.05,39.16,26.65,22.05,58.8,6.97,99.61,pulses,Rajasthan
22.33,46.99,32.75,29.69,40.62,6.73,90.47,pulses,Madhya Pradesh
25.26,40.39,33.42,24.96,52.23,6.69,89.89,pulses,Rajasthan
36.75,46.77,37.77,24.0,57.79,7.19,82.3,pulses,Maharashtra
33.51,36.95,33.65,21.56,40.53,6.28,76.49,pulses,Madhya Pradesh
25.21,32.01,25.18,25.15,48.58,7.19,77.53,pulses,Maharashtra
39.58,44.57,32.09,29.7,40.9,6.87,98.2,pulses,Karnataka
36.16,33.19,38.37,27.22,58.59,7.05,87.05,pulses,Rajasthan
31.69,37.17,29.03,27.98,40.34,6.64,84.7,pulses,Rajasthan
31.67,39.12,23.46,24.06,49.06,7.37,68.37,pulses,Maharashtra
28.03,31.38,39.81,22.6,54.3,6.52,87.91,pulses,Maharashtra
29.87,38.66,30.82,28.49,54.87,6.74,70.81,pulses,Uttar Pradesh
27.54,35.2,22.46,29.9,46.55,7.31,59.37,pulses,Karnataka
21.43,47.59,21.2,25.68,59.27,6.76,79.22,pulses,Uttar Pradesh
35.48,38.66,33.99,28.45,41.44,7.29,96.14,pulses,Uttar Pradesh
25.86,43.26,23.24,26.02,59.31,7.28,55.94,pulses,Maharashtra
35.66,43.91,39.34,27.38,41.02,7.2,90.45,pulses,Maharashtra
48.3,31.65,45.97,25.55,55.51,7.02,68.27,groundnut,Tamil Nadu
32.57,39.86,40.75,25.96,69.49,7.28,93.71,groundnut,Tamil Nadu
30.88,38.86,43.47,29.26,52.9,7.15,53.54,groundnut,Gujarat
34.1,28.42,41.19,33.87,53.49,6.56,92.68,groundnut,Tamil Nadu
45.66,28.22,50.99,28.6,61.88,6.18,50.87,groundnut,Karnataka
46.66,34.72,42.94,31.19,51.25,7.02,73.2,groundnut,Gujarat
31.64,33.19,57.96,30.92,59.47,6.55,51.01,groundnut,Karnataka
30.27,25.85,48.21,32.02,64.99,6.23,51.29,groundnut,Andhra Pradesh
30.72,24.39,59.11,30.69,64.47,6.18,84.62,groundnut,Karnataka
40.22,20.36,44.31,27.49,66.16,6.86,78.02,groundnut,Gujarat
34.61,39.91,59.34,31.04,69.13,6.11,84.91,groundnut,Tamil Nadu
32.63,23.41,43.94,34.03,58.31,6.84,88.02,groundnut,Gujarat
48.19,21.55,59.07,32.99,65.2,6.96,51.34,groundnut,Andhra Pradesh
32.06,31.19,43.86,31.65,64.59,7.03,86.27,groundnut,Gujarat
34.22,28.61,44.81,30.46,55.77,6.08,98.78,groundnut,Andhra Pradesh
45.12,22.36,48.01,31.68,57.73,7.14,64.0,groundnut,Karnataka
32.28,25.12,44.86,30.13,55.55,7.21,64.67,groundnut,Gujarat
48.99,32.21,48.34,25.55,51.47,7.14,93.11,groundnut,Andhra Pradesh
38.82,27.53,59.6,26.5,57.11,7.09,88.53,groundnut,Karnataka
41.76,27.62,56.75,27.9,66.9,6.52,95.72,groundnut,Tamil Nadu
45.79,39.96,44.62,32.64,62.77,7.37,75.37,groundnut,Andhra Pradesh
34.49,32.28,49.13,31.86,58.46,6.6,71.77,groundnut,Tamil Nadu
42.8,39.14,45.42,26.58,61.01,7.24,78.24,groundnut,Gujarat
31.52,25.98,40.18,27.48,69.31,6.9,96.51,groundnut,Karnataka
32.34,27.79,59.8,33.12,59.74,6.55,62.98,groundnut,Gujarat
47.49,36.45,49.85,33.28,52.04,6.22,77.51,groundnut,Andhra Pradesh
37.21,29.28,54.88,29.17,64.52,7.21,59.86,groundnut,Karnataka
35.5,25.39,57.57,29.29,66.65,7.23,51.63,groundnut,Andhra Pradesh
38.88,32.89,43.69,30.04,69.2,6.75,96.82,groundnut,Andhra Pradesh
34.49,27.75,49.13,27.53,52.86,6.27,68.78,groundnut,Karnataka
32.53,21.5,40.23,30.85,52.95,6.68,93.61,groundnut,Karnataka
31.51,29.43,45.47,33.99,50.29,7.17,62.85,groundnut,Tamil Nadu
30.46,34.23,57.05,27.5,54.45,6.6,58.51,groundnut,Gujarat
36.31,20.7,48.01,34.61,64.18,6.64,87.9,groundnut,Andhra Pradesh
48.26,36.72,54.76,32.99,52.57,6.85,91.86,groundnut,Gujarat
47.1,23.53,54.63,26.67,69.84,6.64,66.73,groundnut,Andhra Pradesh
38.91,37.92,58.03,33.49,65.14,6.72,58.17,groundnut,Tamil Nadu
38.59,23.18,49.24,29.67,57.49,6.12,61.22,groundnut,Gujarat
42.08,22.18,42.19,26.87,51.1,6.58,86.38,groundnut,Karnataka
47.82,36.6,59.21,25.35,61.21,6.28,55.82,groundnut,Karnataka
35.56,33.68,52.61,27.01,55.51,7.18,50.92,groundnut,Gujarat
32.27,39.53,47.72,28.53,62.02,6.33,54.66,groundnut,Andhra Pradesh
30.09,21.19,58.21,34.19,56.71,6.42,66.46,groundnut,Andhra Pradesh
38.08,32.29,59.71,25.78,63.95,6.86,50.33,groundnut,Tamil Nadu
35.32,22.73,52.84,26.49,62.18,6.32,55.44,groundnut,Tamil Nadu
40.93,30.7,53.91,34.22,68.54,6.58,92.7,groundnut,Andhra Pradesh
42.97,26.77,52.97,34.42,56.89,6.59,55.48,groundnut,Gujarat
40.12,24.91,54.97,31.53,57.48,7.08,89.57,groundnut,Karnataka
31.69,28.96,46.11,34.05,63.94,7.05,56.01,groundnut,Gujarat
42.74,28.02,46.61,28.63,62.47,6.02,69.91,groundnut,Andhra Pradesh
38.77,34.01,59.45,28.78,66.5,7.16,80.89,groundnut,Andhra Pradesh
35.23,20.5,44.1,26.27,66.84,6.33,92.57,groundnut,Karnataka
38.63,27.57,46.68,26.89,64.07,6.6,96.6,groundnut,Gujarat
49.1,26.35,47.08,29.2,55.18,6.61,53.69,groundnut,Karnataka
37.2,26.85,54.4,34.73,54.35,6.55,64.75,groundnut,Tamil Nadu
39.32,38.99,42.2,27.68,50.64,6.66,73.36,groundnut,Andhra Pradesh
35.75,25.25,48.11,27.84,51.88,7.31,90.1,groundnut,Karnataka
30.87,24.07,54.76,28.65,55.02,6.58,87.07,groundnut,Gujarat
34.99,26.84,58.16,25.37,64.84,6.88,50.39,groundnut,Tamil Nadu
47.04,23.07,49.13,26.04,55.05,6.98,64.11,groundnut,Andhra Pradesh
32.1,30.05,47.53,28.31,61.83,6.43,91.91,groundnut,Andhra Pradesh
37.92,21.01,45.25,31.57,66.09,6.32,87.5,groundnut,Andhra Pradesh
43.66,38.48,43.94,27.37,66.6,6.3,74.68,groundnut,Gujarat
33.43,28.98,54.8,25.29,51.91,6.84,96.11,groundnut,Andhra Pradesh
37.94,36.36,45.43,25.68,52.05,7.02,64.85,groundnut,Andhra Pradesh
43.31,26.95,42.36,26.73,61.8,6.4,71.04,groundnut,Tamil Nadu
43.42,35.66,41.25,30.04,65.93,6.97,94.58,groundnut,Karnataka
38.09,31.71,51.03,32.7,55.5,6.05,91.49,groundnut,Tamil Nadu
48.62,26.07,41.79,27.13,66.42,7.38,92.72,groundnut,Tamil Nadu
48.18,39.49,48.95,27.01,65.48,6.42,50.49,groundnut,Andhra Pradesh
35.9,34.86,54.67,28.17,65.69,7.19,58.67,groundnut,Andhra Pradesh
43.48,34.64,59.21,30.54,69.26,7.01,81.14,groundnut,Tamil Nadu
43.29,38.86,51.41,27.61,58.32,6.99,74.76,groundnut,Karnataka
39.08,31.63,47.93,25.16,51.3,6.73,66.79,groundnut,Gujarat
34.51,21.71,44.32,31.51,56.05,6.94,76.47,groundnut,Andhra Pradesh
46.1,38.34,59.43,26.19,65.83,6.41,61.65,groundnut,Tamil Nadu
38.25,39.31,53.01,33.9,60.06,7.19,66.49,groundnut,Tamil Nadu
47.38,25.97,40.68,27.47,64.51,7.38,64.55,groundnut,Karnataka
31.22,32.78,46.32,32.17,68.53,6.8,97.51,groundnut,Karnataka
36.52,30.75,55.8,29.28,64.4,7.22,90.16,groundnut,Tamil Nadu
35.65,34.51,41.99,32.56,55.64,6.55,63.53,groundnut,Tamil Nadu
38.92,30.91,41.05,25.92,60.69,6.15,78.08,groundnut,Gujarat
31.52,36.22,53.69,30.59,66.57,6.71,70.8,groundnut,Karnataka
42.87,33.82,43.85,26.57,56.29,7.11,85.9,groundnut,Karnataka
45.6,32.71,40.36,29.29,61.89,7.09,72.05,groundnut,Karnataka
35.88,38.52,54.35,29.66,53.76,6.77,82.86,groundnut,Tamil Nadu
48.04,30.03,42.94,28.31,62.82,6.45,61.22,groundnut,Tamil Nadu
47.74,36.2,52.28,27.57,55.69,6.56,54.14,groundnut,Karnataka
37.32,34.32,42.99,30.51,50.28,6.15,98.14,groundnut,Tamil Nadu
37.89,21.11,49.93,27.93,54.66,6.25,73.59,groundnut,Gujarat
43.57,34.84,54.79,30.52,60.28,7.06,63.26,groundnut,Karnataka
44.74,31.09,54.66,30.33,53.46,6.85,63.34,groundnut,Gujarat
45.63,32.31,40.29,30.28,52.22,6.33,68.75,groundnut,Karnataka
44.11,23.34,51.15,32.66,60.56,6.49,61.69,groundnut,Andhra Pradesh
46.46,31.31,56.62,25.02,66.5,6.08,64.93,groundnut,Karnataka
40.28,20.95,54.11,31.66,57.92,6.62,53.16,groundnut,Karnataka
45.23,31.05,41.8,33.39,51.98,7.01,75.9,groundnut,Gujarat
49.83,34.64,49.9,31.83,56.48,7.3,88.16,groundnut,Tamil Nadu
41.34,37.83,49.22,27.5,57.17,6.83,78.63,groundnut,Andhra Pradesh
43.82,24.0,50.04,33.0,54.49,6.99,85.38,groundnut,Andhra Pradesh
31.97,25.6,48.84,27.53,66.7,6.74,50.76,groundnut,Tamil Nadu
33.65,29.58,54.04,26.79,62.07,6.8,64.99,groundnut,Andhra Pradesh
44.8,28.9,59.12,28.61,67.18,6.58,53.29,groundnut,Gujarat
38.8,34.89,44.35,34.95,65.89,7.4,62.87,groundnut,Andhra Pradesh
36.23,39.94,49.12,33.2,56.85,7.0,94.31,groundnut,Karnataka
37.3,36.05,57.28,26.02,64.1,7.12,68.9,groundnut,Gujarat
46.89,38.86,56.26,26.75,62.13,7.28,96.36,groundnut,Andhra Pradesh
36.49,39.4,46.85,33.91,62.49,6.4,90.86,groundnut,Karnataka
34.05,29.58,45.47,32.22,64.78,6.3,96.87,groundnut,Tamil Nadu
33.56,36.33,40.11,30.62,55.86,6.11,94.22,groundnut,Andhra Pradesh
47.86,20.19,55.15,32.22,55.7,7.0,53.05,groundnut,Andhra Pradesh
44.03,30.67,42.35,30.6,60.29,6.07,67.3,groundnut,Andhra Pradesh
41.83,35.83,45.65,31.84,66.79,6.13,97.16,groundnut,Tamil Nadu
48.01,22.85,49.76,27.74,63.98,6.9,50.35,groundnut,Tamil Nadu
45.16,26.42,51.0,30.59,57.16,6.93,72.05,groundnut,Tamil Nadu
37.68,36.61,44.84,25.06,68.28,6.75,78.77,groundnut,Gujarat
32.74,22.04,55.56,30.07,61.01,7.1,94.72,groundnut,Tamil Nadu
42.45,36.73,46.41,33.63,68.94,6.23,94.93,groundnut,Andhra Pradesh
33.01,30.75,53.12,28.8,58.33,6.82,94.92,groundnut,Andhra Pradesh
37.07,21.72,55.23,30.36,58.37,7.13,54.44,groundnut,Tamil Nadu
46.24,27.91,49.83,26.75,61.32,7.29,64.53,groundnut,Andhra Pradesh
36.8,21.93,48.79,27.96,67.79,6.01,88.52,groundnut,Andhra Pradesh
34.12,36.62,56.59,29.31,59.63,7.43,55.09,groundnut,Andhra Pradesh
43.84,37.87,51.21,28.26,51.13,6.7,50.38,groundnut,Tamil Nadu
42.46,26.75,41.02,30.61,60.34,6.89,77.53,groundnut,Tamil Nadu
48.82,25.06,55.03,30.62,66.14,6.46,91.45,groundnut,Tamil Nadu
48.94,36.05,55.18,25.3,52.91,6.82,83.95,groundnut,Tamil Nadu
47.19,28.97,53.96,29.04,68.8,6.76,59.66,groundnut,Tamil Nadu
43.68,36.67,40.5,34.8,59.9,6.41,70.55,groundnut,Karnataka
33.04,35.52,46.71,29.01,54.42,6.78,78.68,groundnut,Karnataka
45.51,25.94,57.25,28.54,59.14,6.6,83.02,groundnut,Andhra Pradesh
33.5,30.43,59.89,28.03,59.71,6.51,70.42,groundnut,Andhra Pradesh
37.05,20.91,41.64,25.76,55.68,7.28,54.23,groundnut,Gujarat
38.93,23.0,41.68,31.28,50.73,6.66,66.97,groundnut,Gujarat
47.27,31.23,55.46,32.84,68.79,7.28,56.01,groundnut,Gujarat
37.48,22.68,51.86,25.29,51.22,6.33,77.45,groundnut,Andhra Pradesh
46.83,32.62,45.78,26.27,69.52,6.61,98.07,groundnut,Gujarat
37.64,33.05,40.4,33.94,66.08,7.23,83.04,groundnut,Tamil Nadu
44.93,21.26,40.42,34.51,66.08,7.31,63.98,groundnut,Tamil Nadu
32.56,33.57,57.59,29.81,50.62,6.03,91.06,groundnut,Tamil Nadu
31.96,39.19,40.58,25.36,54.18,6.49,88.59,groundnut,Tamil Nadu
47.1,38.55,56.89,34.35,69.35,6.21,95.34,groundnut,Gujarat
31.47,35.77,42.56,31.89,50.05,7.35,56.24,groundnut,Gujarat
36.57,24.37,48.64,33.79,59.87,6.18,66.0,groundnut,Andhra Pradesh
49.43,36.94,55.98,25.99,59.62,7.18,76.37,groundnut,Tamil Nadu
46.73,27.97,46.87,28.2,56.75,6.79,82.82,groundnut,Karnataka
47.83,38.0,56.65,33.93,66.82,6.54,75.54,groundnut,Tamil Nadu
47.78,37.66,52.09,29.96,66.68,7.14,85.19,groundnut,Tamil Nadu
40.55,23.77,58.84,29.85,61.59,6.51,98.43,groundnut,Karnataka
48.09,21.58,59.0,34.66,65.53,6.7,88.08,groundnut,Tamil Nadu
49.27,38.74,42.05,26.12,59.62,6.92,68.45,groundnut,Karnataka
40.42,30.64,44.59,34.11,53.01,6.08,99.46,groundnut,Karnataka
33.48,20.01,55.36,31.44,68.57,7.06,94.4,groundnut,Gujarat
48.33,39.64,40.25,33.89,62.24,6.02,87.87,groundnut,Karnataka
35.98,37.17,44.53,30.5,65.35,6.83,83.65,groundnut,Karnataka
37.31,22.13,50.07,28.86,66.94,6.39,91.19,groundnut,Tamil Nadu
30.23,25.6,51.32,25.62,59.58,6.72,66.18,groundnut,Andhra Pradesh
30.9,26.67,45.98,30.05,53.61,7.4,99.79,groundnut,Andhra Pradesh
38.11,32.74,57.43,31.52,69.24,6.98,60.81,groundnut,Andhra Pradesh
43.49,27.6,49.68,28.68,61.33,7.37,69.96,groundnut,Tamil Nadu
40.65,26.04,55.39,32.17,51.58,7.14,56.95,groundnut,Andhra Pradesh
30.91,21.69,46.66,25.31,66.78,6.82,66.24,groundnut,Tamil Nadu
30.1,24.17,58.1,25.09,52.65,6.33,76.73,groundnut,Gujarat
33.09,28.13,42.45,33.32,51.3,6.87,51.07,groundnut,Gujarat
46.84,33.61,53.29,25.77,55.8,7.31,60.64,groundnut,Tamil Nadu
45.1,33.9,41.79,26.08,55.75,6.74,52.43,groundnut,Tamil Nadu
42.03,36.68,45.15,27.57,62.87,6.64,85.19,groundnut,Gujarat
41.77,32.82,54.73,28.61,61.64,6.53,56.64,groundnut,Karnataka
47.2,26.64,51.76,28.24,57.21,6.38,85.36,groundnut,Andhra Pradesh
41.02,25.3,41.76,28.61,58.48,6.62,80.07,groundnut,Tamil Nadu
34.92,39.77,56.88,34.27,51.14,6.4,69.87,groundnut,Karnataka
32.15,26.28,49.87,29.24,66.57,6.44,57.42,groundnut,Tamil Nadu
44.3,31.01,57.17,32.1,55.56,6.4,52.8,groundnut,Andhra Pradesh
35.58,35.07,48.89,30.49,50.0,6.81,85.67,groundnut,Tamil Nadu
45.48,39.8,59.19,34.35,59.85,6.79,75.99,groundnut,Gujarat
47.19,35.69,57.68,30.15,51.23,6.26,78.99,groundnut,Andhra Pradesh
39.58,38.69,58.97,29.39,53.52,7.19,89.24,groundnut,Karnataka
40.7,26.0,42.31,26.92,52.86,6.75,90.05,groundnut,Gujarat
43.43,31.48,43.12,28.94,62.77,6.67,94.78,groundnut,Gujarat
36.95,30.42,53.66,25.79,53.57,6.0,79.61,groundnut,Tamil Nadu
44.61,30.32,57.0,34.39,54.59,7.45,93.95,groundnut,Karnataka
47.28,39.51,58.01,33.47,52.74,7.11,54.74,groundnut,Karnataka
41.08,22.83,47.88,30.7,57.47,6.06,84.79,groundnut,Karnataka
44.96,20.07,59.13,25.04,63.88,7.09,98.26,groundnut,Tamil Nadu
49.86,27.18,46.5,31.52,65.06,6.86,77.45,groundnut,Andhra Pradesh
43.44,37.28,55.06,31.14,58.04,7.0,62.2,groundnut,Gujarat
40.17,33.82,55.9,27.74,57.03,6.39,62.38,groundnut,Andhra Pradesh
39.68,38.32,57.45,28.69,53.54,6.24,85.65,groundnut,Andhra Pradesh
39.69,27.0,41.36,27.01,60.8,6.38,68.98,groundnut,Gujarat
34.42,21.66,49.2,25.45,64.91,6.67,69.44,groundnut,Karnataka
31.8,35.1,43.63,32.21,50.63,6.21,88.79,groundnut,Andhra Pradesh
39.45,25.1,40.7,26.29,50.99,7.42,77.22,groundnut,Andhra Pradesh
46.14,36.92,52.83,28.65,54.11,7.19,81.69,groundnut,Tamil Nadu
47.29,24.73,54.21,25.44,63.11,6.86,86.0,groundnut,Gujarat
31.82,33.94,49.14,29.88,66.44,6.89,90.31,groundnut,Karnataka
47.18,25.17,50.46,29.32,59.96,7.17,90.85,groundnut,Karnataka
41.16,29.86,49.36,26.0,55.84,7.09,53.11,groundnut,Andhra Pradesh
40.95,35.52,55.13,29.19,57.21,7.42,96.21,groundnut,Andhra Pradesh
39.64,31.93,47.53,32.26,65.85,6.74,56.44,groundnut,Karnataka
45.76,36.43,52.07,33.54,51.12,6.84,56.82,groundnut,Tamil Nadu
38.79,34.79,51.79,25.83,65.82,6.03,90.03,groundnut,Andhra Pradesh
35.44,25.54,47.54,25.88,61.44,6.36,89.15,groundnut,Gujarat
48.32,30.11,52.94,30.26,63.34,6.97,68.04,groundnut,Karnataka
33.84,26.43,58.92,31.38,57.06,7.11,57.1,groundnut,Tamil Nadu
30.87,38.89,51.74,27.96,61.74,6.36,57.32,groundnut,Andhra Pradesh
40.86,28.81,52.28,31.79,58.69,6.61,63.98,groundnut,Andhra Pradesh
40.41,21.97,59.24,31.54,62.54,6.72,53.16,groundnut,Andhra Pradesh
30.48,27.94,55.86,34.87,59.05,7.05,67.98,groundnut,Andhra Pradesh
43.84,28.36,51.22,28.87,62.6,7.17,80.3,groundnut,Tamil Nadu
42.85,36.5,53.24,32.88,65.39,6.39,69.13,groundnut,Karnataka
47.94,32.98,47.89,28.8,56.64,7.0,57.76,groundnut,Tamil Nadu
41.83,20.79,42.41,31.87,50.65,6.97,95.47,groundnut,Andhra Pradesh
41.18,37.19,45.04,34.96,65.27,6.34,64.92,groundnut,Tamil Nadu
42.25,24.23,52.24,29.08,51.12,6.78,70.54,groundnut,Andhra Pradesh
35.26,35.52,53.13,28.16,55.09,6.19,93.94,groundnut,Gujarat
44.72,38.79,54.22,33.61,57.49,6.65,71.69,groundnut,Tamil Nadu
35.33,27.58,43.63,30.66,52.57,6.17,62.77,groundnut,Tamil Nadu
39.9,20.77,53.06,27.89,50.5,7.45,52.26,groundnut,Gujarat
48.17,28.87,58.91,29.47,53.91,6.98,59.42,groundnut,Andhra Pradesh
42.83,22.81,55.69,33.42,52.92,6.74,87.95,groundnut,Gujarat
30.93,31.49,53.44,30.26,51.45,7.47,63.36,groundnut,Tamil Nadu
43.04,34.12,43.08,34.12,63.0,6.4,67.31,groundnut,Karnataka
36.55,27.73,58.96,27.47,67.97,7.33,80.8,groundnut,Tamil Nadu
34.67,23.31,46.81,26.78,53.04,6.27,51.22,groundnut,Tamil Nadu
35.93,29.71,45.8,29.99,62.89,6.75,58.15,groundnut,Gujarat
49.96,23.92,53.28,31.57,68.76,6.53,94.95,groundnut,Karnataka
39.86,37.77,58.84,33.57,55.03,6.92,66.23,groundnut,Gujarat
37.32,30.05,54.44,31.61,62.82,6.7,57.19,groundnut,Karnataka
34.73,38.02,40.9,26.3,50.3,6.72,62.35,groundnut,Tamil Nadu
47.99,38.19,46.85,26.15,68.3,7.32,93.58,groundnut,Gujarat
45.49,28.29,54.18,29.09,62.33,6.15,57.16,groundnut,Andhra Pradesh
32.09,36.7,48.54,28.61,58.76,6.38,85.17,groundnut,Gujarat
38.31,33.88,46.23,30.73,54.98,6.82,52.57,groundnut,Karnataka
36.42,36.02,40.58,25.74,62.97,7.16,70.93,groundnut,Karnataka
42.82,23.13,53.39,30.36,68.69,6.89,89.68,groundnut,Gujarat
47.96,22.72,46.58,31.43,60.01,6.74,94.94,groundnut,Andhra Pradesh
